"","X","chatter","current_events","travel","photo_sharing","uncategorized","tv_film","sports_fandom","politics","food","family","home_and_garden","music","news","online_gaming","shopping","health_nutrition","college_uni","sports_playing","cooking","eco","computers","business","outdoors","crafts","automotive","art","religion","beauty","parenting","dating","school","personal_fitness","fashion","small_business","spam","adult","total"
"814","6h41umsol",9,1,1,5,0,0,2,0,0,0,1,0,0,2,2,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,29
"815","7lwt6czya",6,2,0,2,1,2,0,0,1,1,0,0,0,0,6,0,2,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,2,1,0,0,33
"816","fhq5p9jiv",13,1,1,6,1,2,2,2,1,1,0,0,0,1,4,0,0,0,1,0,2,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,45
"817","9lmfdaxgb",1,2,2,1,0,7,1,1,2,1,1,4,0,0,0,6,1,0,1,0,0,0,2,0,0,0,1,1,0,0,0,4,0,1,0,0,40
"818","hsul8baz2",8,2,4,11,0,4,2,8,2,0,1,0,4,2,3,11,3,1,0,1,2,2,2,2,0,0,1,0,0,2,0,11,3,1,0,0,93
"819","2rhznfowj",8,2,4,6,0,0,2,0,6,2,1,0,0,0,1,1,1,0,1,1,1,0,2,0,0,1,0,1,2,0,0,1,0,0,0,5,49
"820","g1tm3z58f",3,1,2,3,1,9,5,1,4,1,1,1,0,1,1,2,1,1,8,2,4,0,0,3,3,6,9,1,6,3,4,1,10,1,0,0,99
"821","ptvlh8x59",3,1,4,0,1,0,2,2,0,1,0,2,5,2,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,1,1,1,0,0,32
"822","khdtfnsgr",5,2,0,2,0,0,0,0,0,2,0,0,0,0,5,3,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,27
"823","japrzvxft",4,1,1,10,3,1,1,2,1,0,2,3,0,2,2,1,1,1,21,1,2,1,0,1,0,1,2,5,0,1,3,1,14,0,0,0,89
"824","fg9elyv1j",4,2,3,2,4,1,3,0,3,1,2,1,1,0,0,1,1,0,1,1,0,1,2,1,0,4,3,2,3,12,1,0,3,2,0,0,65
"825","w2j4oze17",4,1,1,6,0,0,2,0,0,1,2,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,26
"826","rouxlc86a",3,1,2,1,1,6,4,0,5,3,1,1,0,0,0,11,1,2,4,1,0,0,0,1,1,11,3,2,7,0,3,8,0,1,0,0,84
"827","jomz31pkw",11,0,1,3,0,0,0,1,1,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,27
"828","yklc8u12a",2,1,1,1,2,1,1,0,1,0,0,1,1,0,0,8,0,1,4,0,0,0,1,1,0,0,0,1,0,0,2,2,1,0,0,0,33
"829","u2h5bwgij",3,2,6,2,0,3,12,10,11,4,0,0,1,1,1,0,0,1,2,1,3,2,0,2,1,4,8,2,2,1,1,0,0,1,0,0,87
"830","3x9dnzqt4",11,3,5,5,0,0,1,11,1,0,0,0,2,1,4,0,1,1,0,0,2,0,1,2,0,0,0,1,0,1,0,1,1,0,0,0,55
"831","ilga29sz3",4,2,0,1,2,3,1,1,0,0,0,1,0,0,3,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,24
"832","5ibl4c9gm",5,2,1,2,1,1,0,1,0,3,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"833","ifb2ku5d9",9,0,2,3,1,0,0,0,2,0,0,1,0,0,4,9,1,1,1,1,0,1,2,0,2,0,0,1,0,0,1,3,0,0,0,0,45
"834","8tfazwdmy",3,1,0,4,1,1,0,1,0,0,0,0,0,0,2,0,0,1,9,0,0,0,0,0,0,0,0,5,2,0,2,0,3,0,0,0,35
"835","5r28zu3ij",7,3,5,9,0,3,4,7,0,0,1,3,5,8,4,0,9,1,0,1,5,1,3,1,6,0,1,0,1,0,0,0,0,0,0,0,88
"836","mtcz9u1d2",7,3,0,6,0,1,0,3,0,0,2,0,1,0,2,4,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,36
"837","hp2iw3emg",8,1,1,1,2,0,1,1,0,0,1,1,0,3,0,0,8,1,0,0,0,1,1,0,0,0,0,0,1,10,1,0,0,1,0,0,44
"838","38pbel471",3,3,0,5,1,1,0,0,2,2,0,3,0,0,0,0,1,1,11,0,2,0,0,1,0,0,0,2,0,0,0,0,4,0,0,0,42
"839","32t6rad7l",0,2,2,0,0,0,0,1,3,0,0,0,1,1,0,1,0,0,3,1,0,0,3,0,0,0,0,1,0,1,0,2,0,0,0,0,22
"840","rdyp7jnkc",2,2,2,4,1,0,0,1,1,0,1,1,0,1,0,0,0,0,11,0,1,0,1,0,2,1,2,1,0,0,0,1,5,0,0,3,44
"841","onw6ptf3l",1,1,1,2,1,1,2,0,0,0,0,0,0,0,2,1,0,0,3,2,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,24
"842","rh1l95sfo",4,4,0,4,0,0,1,0,0,0,0,2,0,1,2,2,0,1,16,1,0,0,0,0,1,0,0,2,0,0,0,0,5,0,0,0,46
"843","84avjw7me",12,0,2,9,1,0,0,1,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,1,1,2,1,0,0,40
"844","4j9bl2fxh",9,2,3,5,1,1,3,7,0,0,0,2,3,8,3,0,14,5,1,2,0,2,1,0,1,1,0,0,1,1,1,1,2,0,0,0,80
"845","z9ib5ou1k",1,0,8,1,0,2,1,9,0,0,1,1,2,1,0,0,0,0,1,0,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,34
"846","w29i1hnkr",4,1,1,2,2,1,3,4,1,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,1,0,0,1,0,0,0,36
"847","kwv2t7lze",4,1,5,3,0,0,0,0,0,0,0,2,2,0,4,0,0,2,7,0,2,0,0,0,2,0,1,4,1,0,0,0,6,0,0,0,46
"848","jyp2tzx6l",0,0,10,3,1,2,0,7,1,1,0,0,4,0,0,1,0,2,1,2,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,42
"849","3f179wngu",0,1,1,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,14
"850","7tsa3edyx",0,2,0,3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,19
"851","tz4c3ufr2",8,1,1,9,1,0,1,0,0,2,1,0,0,0,3,0,2,1,11,1,2,0,0,0,0,1,0,6,1,0,0,0,5,1,0,0,58
"852","wudatnpre",4,1,4,0,2,0,0,1,1,0,0,1,2,1,0,1,1,1,1,1,3,0,0,0,0,0,0,0,2,5,1,0,2,0,0,0,35
"853","sd63kcwaz",9,0,0,7,0,0,1,0,0,1,0,1,0,0,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,30
"854","93etcb461",5,0,0,7,0,0,1,3,1,3,1,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,27
"855","dms1heauv",7,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18
"856","qx1yisrbc",4,0,2,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15
"857","v6f1xgk48",3,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"858","5yu86ogq1",3,1,1,4,1,4,1,1,1,1,1,2,2,0,0,1,6,1,2,0,0,1,1,2,0,0,2,0,0,0,0,1,0,2,0,0,42
"859","b2f3jhqnz",1,0,1,0,2,6,3,1,3,0,2,1,1,1,0,2,5,0,0,2,1,1,1,2,2,6,0,2,1,0,1,2,1,1,0,7,59
"860","7fy1z6exw",1,3,1,3,1,1,3,3,1,0,1,0,4,0,0,1,2,0,15,0,2,1,2,0,3,0,0,2,0,0,0,0,0,1,0,0,51
"861","r3pufmsbz",4,2,1,1,0,0,4,0,3,2,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,1,2,0,2,0,1,0,1,0,0,0,29
"862","ht81ckpd6",3,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,18
"863","1m5hb48co",3,2,1,1,0,0,4,2,4,1,1,2,1,0,1,1,0,1,1,0,0,0,0,0,2,0,3,0,1,0,1,0,0,0,0,0,33
"864","zkg4nih17",6,0,1,6,0,0,2,0,1,2,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,25
"865","47xyqmrv3",6,2,6,3,0,1,6,5,5,3,0,0,2,0,2,1,2,0,1,2,3,1,0,1,1,1,5,0,6,1,1,0,1,0,0,0,68
"866","426zuasxv",4,2,0,2,0,1,0,1,2,1,1,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,24
"867","w5xejcs6l",5,0,4,1,2,0,1,3,2,1,0,0,1,4,0,9,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,42
"868","kcxz4na5q",0,2,3,1,1,2,1,0,2,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,1,1,0,3,25
"869","wvmd76aun",10,4,1,6,1,0,0,2,0,1,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,33
"870","7rhi8syp4",3,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14
"871","p21w57nkb",0,0,0,1,2,0,1,0,1,0,0,0,1,0,1,3,0,0,7,0,0,0,2,0,0,2,0,1,1,1,0,0,2,0,0,0,26
"872","yu4b9q1xs",3,0,1,1,0,1,6,1,6,1,1,0,0,1,0,0,0,0,0,0,1,2,0,1,1,0,6,3,8,1,4,0,0,0,0,0,49
"873","2udqj1lvg",6,2,0,5,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18
"874","lvezpx185",7,2,0,6,1,2,2,4,2,0,1,2,1,5,3,7,9,1,0,0,1,0,1,0,1,1,0,0,1,0,2,2,1,0,0,0,65
"875","w6y4mjezr",3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,14
"876","rl2kjm5zh",8,1,1,4,0,1,0,1,1,0,1,0,1,1,5,5,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,0,41
"877","1pg2cs3vn",6,0,0,3,0,0,0,0,0,2,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,19
"878","mo8hbzxcq",5,0,0,1,1,0,1,2,1,1,0,1,0,13,2,0,15,6,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,1,0,0,56
"879","gizj4tnbp",10,2,0,2,0,2,0,1,1,1,3,0,0,1,3,0,1,0,0,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,33
"880","vopldhf12",9,3,2,5,2,2,0,0,2,1,0,0,0,3,6,14,1,2,5,1,0,1,4,1,3,1,1,1,1,0,0,12,0,0,0,0,83
"881","14h59xfcl",3,0,1,5,2,3,0,0,1,1,1,1,1,2,1,10,1,0,4,0,1,0,3,1,0,2,0,1,2,1,0,0,0,0,0,0,48
"882","4nbc8pf16",3,2,3,5,1,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,25
"883","9mzg7nft2",3,4,0,1,3,2,12,0,4,1,0,1,0,1,0,1,2,2,1,1,0,2,0,1,2,0,6,1,3,1,5,0,0,0,0,0,60
"884","xzon93wft",5,0,2,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,22
"885","cwatdkq39",3,1,2,2,3,3,0,0,0,0,0,1,0,0,1,1,2,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,24
"886","bntyajd5c",2,5,2,3,0,1,1,1,0,0,0,0,0,5,4,1,7,3,1,3,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,44
"887","84rsc9gvo",4,0,1,1,1,0,0,0,0,0,0,1,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15
"888","rkf7sybo6",7,2,1,3,1,4,7,1,10,0,0,1,1,0,3,1,1,1,0,0,2,1,0,0,0,3,5,1,5,0,2,0,0,0,0,0,63
"889","qa42uetln",2,1,2,6,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,22
"890","gv4fhzu87",12,3,1,7,1,0,1,3,1,1,0,1,0,0,5,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,2,0,2,1,0,0,48
"891","pyn29urak",5,2,0,2,0,2,1,0,0,1,0,0,0,1,1,1,0,0,4,0,0,0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,27
"892","1npst5x7d",12,4,0,6,3,6,0,1,0,1,2,5,0,14,4,9,9,1,3,0,0,0,0,1,0,2,2,0,0,1,0,1,0,1,0,0,88
"893","49tsv12k8",3,0,0,1,0,1,0,2,1,0,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16
"894","3jx4d6la7",5,2,1,1,1,1,5,4,1,0,0,2,9,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,38
"895","fyevgo7th",0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"896","ph7zsqn12",5,2,2,4,0,1,0,1,1,0,2,1,1,0,4,0,1,0,6,2,1,0,0,0,0,0,1,2,2,0,2,1,7,0,0,0,49
"897","ljpk9vghi",1,0,1,1,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13
"898","istpy3dca",0,2,0,1,0,0,1,0,1,1,2,0,0,3,2,2,1,1,11,1,3,1,0,0,1,0,2,5,0,0,1,3,3,0,0,0,48
"899","nyfb2mo7e",2,3,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,13
"900","w8zljehrb",5,1,2,2,0,10,0,2,1,1,0,1,0,0,8,13,1,0,5,1,2,1,2,1,1,10,0,0,0,0,1,4,2,3,0,0,80
"901","z3n8obvre",1,0,0,1,0,4,2,0,0,0,0,4,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,23
"902","487oltx1e",3,2,0,8,1,1,1,0,0,3,0,1,1,1,3,2,0,0,16,1,2,3,1,1,0,1,4,5,3,0,1,1,8,0,0,0,74
"903","gvzacklu8",7,4,2,1,2,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26
"904","j83q5c9g1",7,2,1,1,2,0,3,3,2,1,1,1,0,0,2,2,0,0,1,1,0,0,0,0,1,1,3,1,3,0,0,2,0,0,0,0,41
"905","6c1hyo3wz",5,2,2,1,2,1,1,1,2,1,0,0,1,14,2,1,16,3,3,2,0,0,0,0,1,2,0,0,2,2,0,0,1,0,0,0,68
"906","7qhdtjsow",3,1,5,3,2,1,0,7,2,1,0,0,2,8,0,1,11,2,7,1,0,0,0,1,0,2,0,0,0,0,0,2,2,0,0,0,64
"907","4pjr6asbh",4,1,7,0,3,1,3,7,3,4,1,0,3,0,1,0,2,0,0,1,2,1,3,0,0,2,6,1,4,0,2,0,0,0,0,0,62
"908","h95kljapy",1,0,0,1,3,0,1,1,0,1,0,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0,0,0,23
"909","fdvncz2ja",13,1,1,3,0,0,2,1,2,1,1,1,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,36
"910","ar95hctjz",3,3,5,0,1,11,0,1,1,1,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,13,0,1,0,0,1,0,0,0,0,0,47
"911","q7l8e1jct",2,1,1,2,1,2,0,0,2,1,0,1,1,1,0,15,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,37
"912","5gkqc7r91",5,1,7,2,1,1,2,16,2,1,0,0,1,0,1,0,2,0,1,1,4,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,54
"913","3g4q9zjau",2,2,2,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,4,1,0,0,1,0,1,0,1,3,0,0,0,0,2,0,0,0,25
"914","h2vs9npt4",8,0,12,5,1,3,0,16,3,1,1,0,7,1,3,0,4,0,1,3,9,2,0,0,2,1,1,0,0,3,0,0,1,0,0,0,88
"915","ifbkdel6u",1,1,3,2,0,0,0,6,3,1,1,1,0,9,0,0,10,4,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,48
"916","m3g6w1dj8",3,0,3,0,1,2,2,0,0,1,0,3,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,25
"917","6k3tvfj9s",2,4,3,1,1,1,1,1,0,0,0,0,0,0,0,9,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,29
"918","kr4mg5sfo",0,2,0,0,0,1,0,1,3,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,15
"919","6dnpemu2y",5,0,1,2,0,0,10,1,9,3,0,1,0,0,6,0,0,0,2,2,1,0,0,1,2,1,6,2,6,1,3,3,0,0,0,0,68
"920","9coklh5bw",1,2,1,1,2,0,4,0,2,0,1,3,1,0,0,16,0,0,3,1,1,0,2,1,0,0,2,0,0,0,0,10,0,0,0,0,54
"921","cm4x2ekzy",4,3,0,0,0,2,6,0,0,0,0,0,6,1,1,7,1,1,2,2,1,0,3,2,1,0,5,3,4,0,2,5,0,1,0,0,63
"922","tq1aryolc",4,1,1,4,0,6,2,2,0,0,0,2,3,0,3,0,2,0,0,0,2,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,38
"923","mjo37csp4",2,4,1,2,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19
"924","chlwq42du",0,2,1,0,0,0,7,0,3,2,0,2,0,0,0,6,0,0,1,2,1,0,0,0,0,0,5,3,3,0,2,1,2,0,0,0,43
"925","1xceskyad",8,4,0,6,1,2,0,2,0,1,0,1,0,0,3,1,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,37
"926","65cg8jshv",1,0,4,1,2,2,1,5,0,1,0,0,0,0,0,3,1,1,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,27
"927","5tuvjxcmh",6,1,0,3,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,21
"928","jh97u54cz",3,0,1,2,2,2,0,0,0,1,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,24
"929","ek751rsyp",3,2,0,2,1,0,2,0,1,1,0,1,0,0,0,16,1,2,5,2,0,0,1,0,1,0,0,0,2,1,0,4,1,1,0,0,50
"930","odsuzxhq5",1,2,1,0,2,1,0,2,1,1,1,0,1,0,0,8,0,1,4,1,0,1,4,0,1,0,2,0,0,0,1,5,0,0,0,2,43
"931","va8b1u3w4",3,1,2,0,1,5,2,3,2,0,0,5,2,0,0,1,0,0,0,1,3,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,37
"932","ex4kbi3qr",8,2,0,2,0,0,1,1,1,0,0,0,1,0,1,4,1,1,2,1,0,0,1,0,1,1,0,0,1,0,1,2,0,1,0,0,34
"933","b8dov9zei",9,1,0,3,0,0,5,0,4,2,0,1,0,0,2,1,1,0,0,1,2,0,0,0,2,0,8,1,4,0,5,0,2,0,0,0,54
"934","53e1m4jnt",4,3,0,1,2,0,5,0,6,2,0,0,1,1,1,1,0,1,1,1,0,0,1,2,0,0,4,0,5,0,3,0,1,2,0,0,48
"935","24xusrg1k",4,1,0,2,2,0,0,0,0,0,0,1,1,0,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,19
"936","bqzgrldem",6,0,0,3,1,2,1,3,1,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,2,0,0,28
"937","vuhqdw64t",9,1,4,8,1,0,0,7,2,0,0,0,5,1,3,1,0,2,0,0,1,1,0,0,2,0,0,0,1,0,2,3,0,3,0,0,57
"938","siktab7ve",2,1,0,4,0,0,0,2,1,1,0,0,1,0,3,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"939","59814oszd",3,3,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,7,24
"940","l2mfvr6hs",9,3,1,4,1,1,7,1,0,1,0,0,0,3,4,0,4,0,0,2,1,0,0,0,2,0,3,2,4,0,3,0,3,0,0,0,59
"941","vita1x3n7",1,2,2,0,3,2,0,0,2,0,2,2,1,0,1,0,1,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,27
"942","qhyelna1k",8,1,0,3,2,1,0,1,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,25
"943","6n1bahgw5",3,0,1,3,1,2,3,0,2,5,0,4,2,1,1,9,1,1,4,0,0,0,1,5,0,0,6,2,4,1,2,3,0,1,0,0,68
"944","jwq2czh5p",4,0,3,3,1,2,3,1,1,4,1,2,1,18,0,0,23,1,2,0,0,0,2,2,2,6,8,1,1,0,3,0,1,1,0,0,97
"945","2wykqezgv",0,1,0,1,0,1,4,2,1,2,1,0,1,1,2,8,0,0,2,0,2,0,1,2,0,1,3,0,2,1,3,5,1,0,0,0,48
"946","x9u2hrksw",11,5,0,2,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,30
"947","u5imencvp",2,2,0,0,3,0,0,1,0,1,0,2,3,0,1,2,1,2,2,0,1,0,0,0,2,1,0,0,2,1,0,2,0,0,0,0,31
"948","s9lqvxckt",6,1,0,2,0,1,0,0,2,0,2,1,1,0,1,6,0,2,2,0,0,1,0,0,1,0,2,0,0,1,0,3,1,0,0,0,36
"949","2qapum8tc",0,1,1,0,1,0,0,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,6,19
"950","sw9v17mh8",3,0,1,0,0,1,0,1,0,0,1,2,1,10,1,0,9,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,37
"951","pg6lsqxc1",5,2,1,4,1,3,2,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,32
"952","xnb4mz3w7",3,1,2,0,0,0,3,1,1,1,0,0,1,0,0,3,1,0,0,0,1,0,2,0,0,0,0,0,2,0,0,2,0,1,0,0,25
"953","cgdquv2ra",4,0,0,5,1,0,5,0,3,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,3,1,6,4,0,0,0,0,0,0,39
"954","uignljmeo",3,3,0,1,0,0,0,2,0,1,2,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,19
"955","xfs3ji2mp",4,1,1,1,0,2,5,0,6,5,0,1,0,1,0,1,0,2,0,0,3,2,0,1,1,0,9,0,6,1,0,0,0,1,0,0,54
"956","xzdn56c32",13,2,0,10,1,1,4,3,2,2,0,2,0,0,6,2,0,0,3,1,1,1,1,0,1,1,1,3,1,0,0,2,2,1,0,0,67
"957","ozqv1welb",3,1,0,4,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,18
"958","9kydgxmlj",5,0,5,3,1,1,1,13,1,1,2,2,6,0,3,0,2,3,1,0,3,2,0,1,0,0,2,0,2,2,0,0,0,1,0,0,63
"959","98qoi4ztk",4,0,1,4,1,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,18
"960","86jmhb21d",5,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0,22
"961","2q4rhmfcj",4,4,1,4,2,4,2,5,5,2,1,1,1,1,0,8,1,0,16,1,0,0,1,2,2,5,1,2,3,0,1,1,3,2,0,0,86
"962","g13ixyedb",4,0,2,3,1,0,3,2,4,0,1,0,0,0,1,15,0,0,7,0,0,0,6,2,0,0,4,4,2,1,2,7,2,0,0,0,73
"963","71sgjc46p",3,3,7,2,0,0,1,7,2,0,0,2,2,1,2,4,1,2,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,4,49
"964","2a85prx3n",0,2,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,0,2,0,1,0,0,0,0,0,17
"965","5cpna3zr4",4,3,2,4,1,0,2,2,2,2,2,0,0,10,1,1,7,4,1,0,0,0,0,0,0,0,1,0,1,2,1,1,1,0,0,0,55
"966","9pfuscv8z",2,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,12
"967","9eyl7jd13",2,2,0,5,1,0,2,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,0,0,1,5,0,1,0,0,1,0,0,0,29
"968","nt9ceiaxp",7,0,0,2,2,1,5,5,3,3,0,1,9,2,1,1,0,0,1,0,2,0,2,0,4,1,5,0,2,0,4,1,1,0,0,0,65
"969","5vfrciays",4,1,1,2,0,1,0,2,0,0,0,2,1,0,3,1,0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,25
"970","ah8zd1nql",0,0,0,3,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,12
"971","4wg3qhax2",0,2,0,1,1,0,11,1,4,4,0,0,0,0,0,0,0,2,0,0,1,1,1,1,1,0,7,0,7,0,5,1,0,1,0,0,52
"972","duoxwipj1",2,4,1,12,3,1,2,0,1,0,0,1,1,0,0,6,3,1,17,1,2,2,2,1,0,0,0,5,1,1,4,2,9,1,0,0,86
"973","ijtkead3s",2,2,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15
"974","b4f2r1tqw",1,1,0,5,0,3,4,0,2,1,0,0,0,1,1,8,0,1,4,0,0,0,2,1,1,1,2,2,3,0,1,1,2,0,0,0,48
